Order,SKU,Member,Delivery Date,Name
8101025,15668468,SSCESNS,16/03/14,Beans
8101025,15668462,SSCESNS,16/03/14,Gourd & Cucumber
8101025,15669771,SSCESNS,16/03/14,Maida
8101025,15669789,SSCESNS,16/03/14,Boiled Rice
8101025,7572252,SSCESNS,16/03/14,Cooking Paste
8268356,15668474,SSCEWZO,01/01/14,Beans
8268356,15668379,SSCEWZO,01/01/14,Other Vegetables
8268356,15668381,SSCEWZO,01/01/14,Other Vegetables
8268356,15668688,SSCEWZO,01/01/14,Root Vegetables
8268356,15668478,SSCEWZO,01/01/14,Banana
8268356,15668467,SSCEWZO,01/01/14,Beans
8268356,7625556,SSCEWZO,01/01/14,Ground Coffee
8268356,21409181,SSCEWZO,01/01/14,Brinjals
8268356,34992815,SSCEWZO,01/01/14,Cookies
8273925,15669760,SSCEWZO,04/01/14,Whole Spices
8273925,15669824,SSCEWZO,04/01/14,Raw Rice
8273925,15669789,SSCEWZO,04/01/14,Boiled Rice
8273925,15669856,SSCEWZO,04/01/14,Sugar
8273925,15669774,SSCEWZO,04/01/14,Urad Dal
8273925,34987566,SSCEWZO,04/01/14,Whole Spices
8273925,21410793,SSCEWZO,04/01/14,Cookies
8273925,21410792,SSCEWZO,04/01/14,Cookies
8228254,15668379,SSCEWZO,13/01/14,Other Vegetables
8228254,15668688,SSCEWZO,13/01/14,Root Vegetables
8228254,15668478,SSCEWZO,13/01/14,Banana
8228254,15668468,SSCEWZO,13/01/14,Beans
8228254,15669815,SSCEWZO,13/01/14,Jaggery
8228254,7587678,SSCEWZO,13/01/14,Organic Dals & Pulses
8228254,15669803,SSCEWZO,13/01/14,Cashews
8228254,15670267,SSCEWZO,13/01/14,Toor Dal
8228254,34986129,SSCEWZO,13/01/14,Whole Spices
8228254,34987568,SSCEWZO,13/01/14,Whole Spices
8189535,15668478,SSCEWZO,25/02/14,Banana
8189535,15669760,SSCEWZO,25/02/14,Whole Spices
8189535,15669789,SSCEWZO,25/02/14,Boiled Rice
8189535,15669884,SSCEWZO,25/02/14,Whole Spices
8189535,15669774,SSCEWZO,25/02/14,Urad Dal
8189535,15669827,SSCEWZO,25/02/14,Toor Dal
8189535,34987566,SSCEWZO,25/02/14,Whole Spices
8189535,34987568,SSCEWZO,25/02/14,Whole Spices
8152509,15668378,SSCEWZO,09/03/14,Other Vegetables
8152509,15668688,SSCEWZO,09/03/14,Root Vegetables
8152509,15668478,SSCEWZO,09/03/14,Banana
8152509,15669761,SSCEWZO,09/03/14,Whole Spices
8152509,15669789,SSCEWZO,09/03/14,Boiled Rice
8152509,15669780,SSCEWZO,09/03/14,Sugar
8152509,34986132,SSCEWZO,09/03/14,Whole Spices
8152509,34986122,SSCEWZO,09/03/14,Whole Spices
8367368,15668379,SSCHNCE,09/11/13,Other Vegetables
8367368,15669767,SSCHNCE,09/11/13,Urad Dal
8367368,15669775,SSCHNCE,09/11/13,Sooji & Rava
8367368,15669789,SSCHNCE,09/11/13,Boiled Rice
8367368,15669781,SSCHNCE,09/11/13,Rice Flour
8367368,15669814,SSCHNCE,09/11/13,Jaggery
8367368,7587678,SSCHNCE,09/11/13,Organic Dals & Pulses
8367368,15670255,SSCHNCE,09/11/13,Organic F&V
8367368,34990412,SSCHNCE,09/11/13,Beans
8330030,15668478,SSCHNCE,25/11/13,Banana
8330030,15669863,SSCHNCE,25/11/13,Moong Dal
8330030,15669775,SSCHNCE,25/11/13,Sooji & Rava
8330030,15669814,SSCHNCE,25/11/13,Jaggery
8330030,7572240,SSCHNCE,25/11/13,Instant Noodles
8330030,15669799,SSCHNCE,25/11/13,Raisins
8330030,15669804,SSCHNCE,25/11/13,Cashews
8330030,15669787,SSCHNCE,25/11/13,Raw Rice
8296374,15668478,SSCHNCE,11/12/13,Banana
8296374,15669873,SSCHNCE,11/12/13,Whole Spices
8296374,7587665,SSCHNCE,11/12/13,Organic Masalas & Spices
8296374,7587675,SSCHNCE,11/12/13,Organic Dals & Pulses
8296374,7587667,SSCHNCE,11/12/13,Organic Dals & Pulses
8296374,15669824,SSCHNCE,11/12/13,Raw Rice
8296374,15669865,SSCHNCE,11/12/13,Other Dals
8296374,15669787,SSCHNCE,11/12/13,Raw Rice
8296374,15669972,SSCHNCE,11/12/13,Cashews
8296374,34986123,SSCHNCE,11/12/13,Whole Spices
8266466,15668379,SSCHNCE,31/12/13,Other Vegetables
8266466,15669823,SSCHNCE,31/12/13,Whole Spices
8266466,7587664,SSCHNCE,31/12/13,Organic Dals & Pulses
8266466,7587667,SSCHNCE,31/12/13,Organic Dals & Pulses
8266466,15669865,SSCHNCE,31/12/13,Other Dals
8266466,7587687,SSCHNCE,31/12/13,Organic Masalas & Spices
8266466,7625556,SSCHNCE,31/12/13,Ground Coffee
8266466,7736902,SSCHNCE,31/12/13,Namkeen
8266466,7753746,SSCHNCE,31/12/13,Health Drinks
8266466,34992815,SSCHNCE,31/12/13,Cookies
8254491,15669821,SSCHNCE,28/01/14,Whole Spices
8254491,15669823,SSCHNCE,28/01/14,Whole Spices
8254491,15669863,SSCHNCE,28/01/14,Moong Dal
8254491,15669875,SSCHNCE,28/01/14,Toor Dal
8254491,15669760,SSCHNCE,28/01/14,Whole Spices
8254491,15669883,SSCHNCE,28/01/14,Rice Flour
8254491,15669776,SSCHNCE,28/01/14,Other Dals
8254491,15669767,SSCHNCE,28/01/14,Urad Dal
8254491,15669771,SSCHNCE,28/01/14,Maida
8254491,15669880,SSCHNCE,28/01/14,Sooji & Rava
8254491,7587675,SSCHNCE,28/01/14,Organic Dals & Pulses
8254491,15669824,SSCHNCE,28/01/14,Raw Rice
8254491,7753739,SSCHNCE,28/01/14,Health Drinks
8254491,15669856,SSCHNCE,28/01/14,Sugar
8254491,15669764,SSCHNCE,28/01/14,Besan
8254491,7594817,SSCHNCE,28/01/14,Instant Noodles
8254491,15669766,SSCHNCE,28/01/14,Other Flours
8254491,7580802,SSCHNCE,28/01/14,Sunflower Oils
8254491,15669810,SSCHNCE,28/01/14,Almonds
8254491,15669803,SSCHNCE,28/01/14,Cashews
8254491,15669998,SSCHNCE,28/01/14,Other Dals
8254491,7547323,SSCHNCE,28/01/14,Liquid Soaps & Bars
8254491,93025752,SSCHNCE,28/01/14,Cream Biscuits
8254491,15670270,SSCHNCE,28/01/14,Other Dals
8254491,34986129,SSCHNCE,28/01/14,Whole Spices
8254491,34989595,SSCHNCE,28/01/14,Raisins
8203855,15669821,SSCHNCE,03/02/14,Whole Spices
8203855,15669873,SSCHNCE,03/02/14,Whole Spices
8203855,15669872,SSCHNCE,03/02/14,Avalakki / Poha
8203855,15669767,SSCHNCE,03/02/14,Urad Dal
8203855,15669789,SSCHNCE,03/02/14,Boiled Rice
8203855,15669777,SSCHNCE,03/02/14,Urad Dal
8203855,7625556,SSCHNCE,03/02/14,Ground Coffee
8203855,15669814,SSCHNCE,03/02/14,Jaggery
8291917,15668451,SSCLCSW,08/12/13,Brinjals
8291917,15668460,SSCLCSW,08/12/13,Gourd & Cucumber
8291917,15668685,SSCLCSW,08/12/13,Beans
8291917,15668468,SSCLCSW,08/12/13,Beans
8291917,15669771,SSCLCSW,08/12/13,Maida
8291917,7624788,SSCLCSW,08/12/13,Ghee
8291917,7569801,SSCLCSW,08/12/13,Namkeen
8291917,7569807,SSCLCSW,08/12/13,Namkeen
8291917,34986330,SSCLCSW,08/12/13,Raw Rice
8194897,15668379,SSCLCSW,30/01/14,Other Vegetables
8194897,15668381,SSCLCSW,30/01/14,Other Vegetables
8194897,15668685,SSCLCSW,30/01/14,Beans
8194897,15668468,SSCLCSW,30/01/14,Beans
8194897,15669883,SSCLCSW,30/01/14,Rice Flour
8194897,15669835,SSCLCSW,30/01/14,Raw Rice
8194897,15668458,SSCLCSW,30/01/14,Brinjals
8194897,7573381,SSCLCSW,30/01/14,Mango Juices
8194897,7578347,SSCLCSW,30/01/14,Chilli & Soya Sauces
8191027,15668381,SSCLCSW,26/02/14,Other Vegetables
8191027,15668460,SSCLCSW,26/02/14,Gourd & Cucumber
8191027,15669878,SSCLCSW,26/02/14,Toor Dal
8191027,15669881,SSCLCSW,26/02/14,Sooji & Rava
8191027,15668685,SSCLCSW,26/02/14,Beans
8191027,15668462,SSCLCSW,26/02/14,Gourd & Cucumber
8191027,15669781,SSCLCSW,26/02/14,Rice Flour
8191027,15669764,SSCLCSW,26/02/14,Besan
8191027,15669772,SSCLCSW,26/02/14,Other Dals
8191027,15669994,SSCLCSW,26/02/14,Other Dals
8191027,7674207,SSCLCSW,26/02/14,Health Drinks
8191027,15669910,SSCLCSW,26/02/14,Brinjals
8101719,15668379,SSCLCSW,15/03/14,Other Vegetables
8101719,15668381,SSCLCSW,15/03/14,Other Vegetables
8101719,15668460,SSCLCSW,15/03/14,Gourd & Cucumber
8101719,15668377,SSCLCSW,15/03/14,Root Vegetables
8101719,15669778,SSCLCSW,15/03/14,Other Dals
8101719,15668685,SSCLCSW,15/03/14,Beans
8101719,15669866,SSCLCSW,15/03/14,Other Dals
8101719,15668462,SSCLCSW,15/03/14,Gourd & Cucumber
8101719,15669880,SSCLCSW,15/03/14,Sooji & Rava
8101719,15668458,SSCLCSW,15/03/14,Brinjals
8101719,29247044,SSCLCSW,15/03/14,Besan
8101719,21409130,SSCLCSW,15/03/14,Other Flours
8326548,15668465,SSCLLWS,23/11/13,Root Vegetables
8326548,15668451,SSCLLWS,23/11/13,Brinjals
8326548,15668470,SSCLLWS,23/11/13,Beans
8326548,15668469,SSCLLWS,23/11/13,Beans
8326548,7587698,SSCLLWS,23/11/13,Organic Flours
8326548,15668455,SSCLLWS,23/11/13,Brinjals
8326548,15670260,SSCLLWS,23/11/13,Organic F&V
8326548,15670251,SSCLLWS,23/11/13,Organic F&V
8326548,15670241,SSCLLWS,23/11/13,Organic F&V
8326548,15670207,SSCLLWS,23/11/13,Organic F&V
8339457,15668465,SSCLLWS,01/12/13,Root Vegetables
8339457,15668467,SSCLLWS,01/12/13,Beans
8339457,15668377,SSCLLWS,01/12/13,Root Vegetables
8339457,15669773,SSCLLWS,01/12/13,Urad Dal
8339457,15670260,SSCLLWS,01/12/13,Organic F&V
8339457,15670252,SSCLLWS,01/12/13,Organic F&V
8339457,15670171,SSCLLWS,01/12/13,Organic F&V
8339457,15670246,SSCLLWS,01/12/13,Organic F&V
8339457,15670207,SSCLLWS,01/12/13,Organic F&V
8339457,34986123,SSCLLWS,01/12/13,Whole Spices
8291178,15668466,SSCLLWS,08/12/13,Root Vegetables
8291178,15669859,SSCLLWS,08/12/13,Toor Dal
8291178,15670250,SSCLLWS,08/12/13,Organic F&V
8291178,15670251,SSCLLWS,08/12/13,Organic F&V
8291178,15670246,SSCLLWS,08/12/13,Organic F&V
8291178,15670254,SSCLLWS,08/12/13,Organic F&V
8291178,15670158,SSCLLWS,08/12/13,Organic F&V
8291178,15670253,SSCLLWS,08/12/13,Organic F&V
8263980,15668375,SSCLLWS,30/12/13,Root Vegetables
8263980,15668451,SSCLLWS,30/12/13,Brinjals
8263980,15670260,SSCLLWS,30/12/13,Organic F&V
8263980,15670157,SSCLLWS,30/12/13,Organic F&V
8263980,15670251,SSCLLWS,30/12/13,Organic F&V
8263980,15670246,SSCLLWS,30/12/13,Organic F&V
8263980,15670196,SSCLLWS,30/12/13,Organic F&V
8263980,29247172,SSCLLWS,30/12/13,Whole Spices
8263980,21409181,SSCLLWS,30/12/13,Brinjals
8263980,34992815,SSCLLWS,30/12/13,Cookies
8288977,15668688,SSCLSCL,11/01/14,Root Vegetables
8288977,15668473,SSCLSCL,11/01/14,Beans
8288977,15668467,SSCLSCL,11/01/14,Beans
8288977,15668460,SSCLSCL,11/01/14,Gourd & Cucumber
8288977,15668453,SSCLSCL,11/01/14,Brinjals
8288977,15669875,SSCLSCL,11/01/14,Toor Dal
8288977,15669769,SSCLSCL,11/01/14,Other Dals
8288977,15668416,SSCLSCL,11/01/14,Banana
8288977,15669771,SSCLSCL,11/01/14,Maida
8288977,15669772,SSCLSCL,11/01/14,Other Dals
8288977,15668463,SSCLSCL,11/01/14,Gourd & Cucumber
8288977,15670008,SSCLSCL,11/01/14,Cashews
8288977,34986123,SSCLSCL,11/01/14,Whole Spices
8288977,21408952,SSCLSCL,11/01/14,Whole Spices
8144725,15668375,SSCLSCL,06/03/14,Root Vegetables
8144725,15668379,SSCLSCL,06/03/14,Other Vegetables
8144725,15668471,SSCLSCL,06/03/14,Beans
8144725,15668473,SSCLSCL,06/03/14,Beans
8144725,15668453,SSCLSCL,06/03/14,Brinjals
8144725,15668416,SSCLSCL,06/03/14,Banana
8144725,15669791,SSCLSCL,06/03/14,Raw Rice
8144725,15668463,SSCLSCL,06/03/14,Gourd & Cucumber
8144725,15668458,SSCLSCL,06/03/14,Brinjals
8104337,15668378,SSCLSCL,16/03/14,Other Vegetables
8104337,15668473,SSCLSCL,16/03/14,Beans
8104337,15668453,SSCLSCL,16/03/14,Brinjals
8104337,15668416,SSCLSCL,16/03/14,Banana
8104337,15669791,SSCLSCL,16/03/14,Raw Rice
8104337,15668463,SSCLSCL,16/03/14,Gourd & Cucumber
8104337,15669828,SSCLSCL,16/03/14,Boiled Rice
8104337,15668458,SSCLSCL,16/03/14,Brinjals
8338109,15668375,SSCLWOR,29/11/13,Root Vegetables
8338109,15668381,SSCLWOR,29/11/13,Other Vegetables
8338109,15668478,SSCLWOR,29/11/13,Banana
8338109,15668467,SSCLWOR,29/11/13,Beans
8338109,15668685,SSCLWOR,29/11/13,Beans
8338109,15669769,SSCLWOR,29/11/13,Other Dals
8338109,15668462,SSCLWOR,29/11/13,Gourd & Cucumber
8338109,7572252,SSCLWOR,29/11/13,Cooking Paste
8320369,15668471,SSCLWOR,25/12/13,Beans
8320369,15668688,SSCLWOR,25/12/13,Root Vegetables
8320369,15668467,SSCLWOR,25/12/13,Beans
8320369,15668685,SSCLWOR,25/12/13,Beans
8320369,15669880,SSCLWOR,25/12/13,Sooji & Rava
8320369,7573410,SSCLWOR,25/12/13,Mango Juices
8320369,7569807,SSCLWOR,25/12/13,Namkeen
8320369,34992815,SSCLWOR,25/12/13,Cookies
8352157,15668520,SSCNHZN,07/12/13,Bread
8352157,15668471,SSCNHZN,07/12/13,Beans
8352157,15668688,SSCNHZN,07/12/13,Root Vegetables
8352157,15668478,SSCNHZN,07/12/13,Banana
8352157,7593949,SSCNHZN,07/12/13,Cream Biscuits
8352157,15669983,SSCNHZN,07/12/13,Other Dry Fruits
8352157,93141092,SSCNHZN,07/12/13,Yogurt & Lassi
8352157,34986400,SSCNHZN,07/12/13,Curd
8381343,15668688,SSCNLEC,16/11/13,Root Vegetables
8381343,15668460,SSCNLEC,16/11/13,Gourd & Cucumber
8381343,15669875,SSCNLEC,16/11/13,Toor Dal
8381343,15669887,SSCNLEC,16/11/13,Maida
8381343,15668463,SSCNLEC,16/11/13,Gourd & Cucumber
8381343,7624792,SSCNLEC,16/11/13,Ghee
8381343,15669815,SSCNLEC,16/11/13,Jaggery
8381343,15668458,SSCNLEC,16/11/13,Brinjals
8381343,15670157,SSCNLEC,16/11/13,Organic F&V
8381343,7569624,SSCNLEC,16/11/13,Salty Biscuits
8381343,34986125,SSCNLEC,16/11/13,Whole Spices
8381343,29247044,SSCNLEC,16/11/13,Besan
8381343,21409002,SSCNLEC,16/11/13,Moong Dal
8333608,15668688,SSCNLEC,27/11/13,Root Vegetables
8333608,15668470,SSCNLEC,27/11/13,Beans
8333608,15668460,SSCNLEC,27/11/13,Gourd & Cucumber
8333608,15668469,SSCNLEC,27/11/13,Beans
8333608,7753732,SSCNLEC,27/11/13,Health Drinks
8333608,15669769,SSCNLEC,27/11/13,Other Dals
8333608,7575497,SSCNLEC,27/11/13,Aluminium Foil & Cling Wrap
8333608,15669782,SSCNLEC,27/11/13,Raw Rice
8333608,15669816,SSCNLEC,27/11/13,Other Dals
8333608,15669772,SSCNLEC,27/11/13,Other Dals
8333608,15669868,SSCNLEC,27/11/13,Other Dals
8333608,15668463,SSCNLEC,27/11/13,Gourd & Cucumber
8333608,15668458,SSCNLEC,27/11/13,Brinjals
8333608,7569624,SSCNLEC,27/11/13,Salty Biscuits
8333608,15670269,SSCNLEC,27/11/13,Other Dals
8333608,21409004,SSCNLEC,27/11/13,Other Dals
8290842,15668381,SSCNLEC,08/12/13,Other Vegetables
8290842,15668378,SSCNLEC,08/12/13,Other Vegetables
8290842,15668460,SSCNLEC,08/12/13,Gourd & Cucumber
8290842,15668469,SSCNLEC,08/12/13,Beans
8290842,15668377,SSCNLEC,08/12/13,Root Vegetables
8290842,15668684,SSCNLEC,08/12/13,Beans
8290842,15668462,SSCNLEC,08/12/13,Gourd & Cucumber
8290842,15669772,SSCNLEC,08/12/13,Other Dals
8290842,15668458,SSCNLEC,08/12/13,Brinjals
8290842,7572313,SSCNLEC,08/12/13,Namkeen
8290842,7569624,SSCNLEC,08/12/13,Salty Biscuits
8290842,21409002,SSCNLEC,08/12/13,Moong Dal
8262579,15668465,SSCNLEC,29/12/13,Root Vegetables
8262579,15668451,SSCNLEC,29/12/13,Brinjals
8262579,15668381,SSCNLEC,29/12/13,Other Vegetables
8262579,15668688,SSCNLEC,29/12/13,Root Vegetables
8262579,15668467,SSCNLEC,29/12/13,Beans
8262579,15669868,SSCNLEC,29/12/13,Other Dals
8262579,15668458,SSCNLEC,29/12/13,Brinjals
8262579,15669786,SSCNLEC,29/12/13,Avalakki / Poha
8262579,21409004,SSCNLEC,29/12/13,Other Dals
8262579,21409002,SSCNLEC,29/12/13,Moong Dal
8262579,34989499,SSCNLEC,29/12/13,Other Dals
8262579,34992815,SSCNLEC,29/12/13,Cookies
8289479,15668466,SSCNLEC,11/01/14,Root Vegetables
8289479,15668460,SSCNLEC,11/01/14,Gourd & Cucumber
8289479,15668469,SSCNLEC,11/01/14,Beans
8289479,15668377,SSCNLEC,11/01/14,Root Vegetables
8289479,15668684,SSCNLEC,11/01/14,Beans
8289479,15669817,SSCNLEC,11/01/14,Whole Spices
8289479,7572432,SSCNLEC,11/01/14,Cooking Paste
8289479,7572311,SSCNLEC,11/01/14,Namkeen
8289479,15668463,SSCNLEC,11/01/14,Gourd & Cucumber
8289479,15668458,SSCNLEC,11/01/14,Brinjals
8289479,7753740,SSCNLEC,11/01/14,Health Drinks
8289479,7572310,SSCNLEC,11/01/14,Namkeen
8289479,15669874,SSCNLEC,11/01/14,Avalakki / Poha
8289479,7569624,SSCNLEC,11/01/14,Salty Biscuits
8289479,15670267,SSCNLEC,11/01/14,Toor Dal
8289479,21409004,SSCNLEC,11/01/14,Other Dals
8253205,15668466,SSCNLEC,26/01/14,Root Vegetables
8253205,15668471,SSCNLEC,26/01/14,Beans
8253205,15668381,SSCNLEC,26/01/14,Other Vegetables
8253205,15668378,SSCNLEC,26/01/14,Other Vegetables
8253205,15668469,SSCNLEC,26/01/14,Beans
8253205,15668377,SSCNLEC,26/01/14,Root Vegetables
8253205,7572311,SSCNLEC,26/01/14,Namkeen
8253205,15668463,SSCNLEC,26/01/14,Gourd & Cucumber
8253205,15668458,SSCNLEC,26/01/14,Brinjals
8253205,7572310,SSCNLEC,26/01/14,Namkeen
8347298,15668379,SSCRENS,03/12/13,Other Vegetables
8347298,15668465,SSCRENS,03/12/13,Root Vegetables
8347298,15668688,SSCRENS,03/12/13,Root Vegetables
8347298,15668478,SSCRENS,03/12/13,Banana
8347298,15668469,SSCRENS,03/12/13,Beans
8347298,15669861,SSCRENS,03/12/13,Raw Peanuts
8347298,15669863,SSCRENS,03/12/13,Moong Dal
8347298,15669769,SSCRENS,03/12/13,Other Dals
8347298,15669885,SSCRENS,03/12/13,Moong Dal
8347298,15669764,SSCRENS,03/12/13,Besan
8347298,15669773,SSCRENS,03/12/13,Urad Dal
8347298,15669786,SSCRENS,03/12/13,Avalakki / Poha
8347298,15670270,SSCRENS,03/12/13,Other Dals
8314598,15668465,SSCRENS,20/12/13,Root Vegetables
8314598,15668381,SSCRENS,20/12/13,Other Vegetables
8314598,15668478,SSCRENS,20/12/13,Banana
8314598,15668460,SSCRENS,20/12/13,Gourd & Cucumber
8314598,15669763,SSCRENS,20/12/13,Other Dals
