Order,SKU,Member,Delivery Date,Name
8149245,15670267,SSWELWZ,07/03/14,Toor Dal
8246331,15669835,SWHLESR,24/01/14,Raw Rice
8132311,7569806,SSRLWLN,28/02/14,Namkeen
7703517,15669777,SWNNNNE,17/01/13,Urad Dal
7672439,7572305,SWLLNRL,26/02/13,Snacky Nuts
7533198,15668466,SSSZWHO,23/07/13,Root Vegetables
8273082,15668457,SSLOLSS,04/01/14,Brinjals
7703098,15669869,SWRENHO,16/01/13,Moong Dal
7552098,15668379,SWLRCRW,24/06/13,Other Vegetables
8104047,15669781,SWOZECO,16/03/14,Rice Flour
8080319,15669767,SSNSECH,03/04/14,Urad Dal
8308098,15669765,SWCECRN,17/12/13,Urad Dal
7637074,15668478,SWOECCE,29/03/13,Banana
7476772,15670269,SWCZZNN,29/07/13,Other Dals
8279863,21409002,SWNRHOZ,07/01/14,Moong Dal
8061560,15668465,SSWLLSL,26/03/14,Root Vegetables
8131353,15669764,SWEZZLR,28/02/14,Besan
8176127,15668448,SWNLWHR,19/02/14,Exotic Vegetables
8143429,15670271,SWNRSWS,05/03/14,Other Dals
7431803,93141023,SSSNORC,19/09/13,Yogurt & Lassi
7764985,7575499,SWOHWWN,12/01/13,Aluminium Foil & Cling Wrap
8061159,15668478,SWHRRNR,26/03/14,Banana
8320908,15668478,SWHRZHH,24/12/13,Banana
8087471,15669866,SSCRESN,06/04/14,Other Dals
7782046,15668474,SWNHZEE,04/11/12,Beans
8122275,15668477,SSSCOCW,24/03/14,Exotic Vegetables
7559542,15668381,SWHEWCO,29/06/13,Other Vegetables
8383377,15669875,SWNZWRC,17/11/13,Toor Dal
7793755,15668474,SWLWCLW,25/11/12,Beans
8158818,15669760,SWRLSWR,11/03/14,Whole Spices
7672439,7572307,SWLLNRL,26/02/13,Namkeen
7448398,15668378,SWRNCSS,20/08/13,Other Vegetables
8108248,15669869,SSSELZZ,18/03/14,Moong Dal
8123487,7624790,SSLSLHL,26/03/14,Ghee
8154900,15669774,SSZSWHS,09/03/14,Urad Dal
8064972,15669835,SSORZCC,28/03/14,Raw Rice
8279863,15669772,SWNRHOZ,07/01/14,Other Dals
7582160,15668688,SWLSEEZ,31/05/13,Root Vegetables
7387995,15669887,SSRSNWR,01/10/13,Maida
8253846,7572430,SWECOEO,27/01/14,Cooking Paste
8108248,15668467,SSSELZZ,18/03/14,Beans
8061163,15670267,SWOEOHC,27/03/14,Toor Dal
8289409,15669857,SSZLLCR,11/01/14,Raw Peanuts
8230690,34986328,SSWREEE,14/01/14,Toor Dal
8126177,15669760,SWLZLWS,26/03/14,Whole Spices
7830638,15669881,SWLSZWZ,02/10/12,Sooji & Rava
8213861,15669829,SSZCRCO,07/02/14,Raw Rice
8143429,15669835,SWNRSWS,05/03/14,Raw Rice
7480357,15669961,SWLNWOC,02/08/13,Other Dry Fruits
7552991,15669815,SWOLZSC,24/06/13,Jaggery
8279743,15669885,SWCCLHS,07/01/14,Moong Dal
8078249,15669996,SWNHHOE,02/04/14,Other Dals
8202458,15668465,SSRCRSO,03/02/14,Root Vegetables
7806900,15668478,SWLWCSW,31/07/12,Banana
8083255,15669818,SSHHZRO,06/04/14,Whole Spices
7585530,15668688,SWOSCLE,02/06/13,Root Vegetables
7347668,15669817,SSZZLEO,17/10/13,Whole Spices
8344961,15669780,SSRZOES,03/12/13,Sugar
7783137,15668456,SWOERZO,05/11/12,Brinjals
8287522,15669772,SSWZSSN,11/01/14,Other Dals
8172528,15668458,SSZWSNR,17/02/14,Brinjals
7369894,15670260,SWLRWZO,30/10/13,Organic F&V
8330753,15669885,SWLLWOS,25/11/13,Moong Dal
8065445,15668375,SSHCESW,28/03/14,Root Vegetables
8113176,15669859,SSWSCEN,21/03/14,Toor Dal
8339302,15668684,SSZCOCE,30/11/13,Beans
8112695,15670241,SWLNCNW,20/03/14,Organic F&V
8282341,15668377,SSRORNN,08/01/14,Root Vegetables
8144965,15670241,SSCHNCE,06/03/14,Organic F&V
7584632,7634445,SWLNECZ,03/06/13,Sunflower Oils
8076206,34990046,SWOEZES,01/04/14,Phenyles & Acids
7626754,15669863,SWNZLOO,15/05/13,Moong Dal
7771245,15668460,SWNEWHL,14/10/12,Gourd & Cucumber
8114869,15668466,SSRZESC,21/03/14,Root Vegetables
7450162,15668455,SWOZZCZ,22/08/13,Brinjals
8082957,15669786,SWNCOOR,04/04/14,Avalakki / Poha
7439628,7587668,SSZZLHW,16/08/13,Organic Masalas & Spices
8170027,15668495,SWERWCW,16/02/14,Exotic Vegetables
8077366,15669878,SSCWORR,02/04/14,Toor Dal
7501860,7628086,SWNNZHH,13/08/13,Basmati Rice
8087997,15668416,SWCOLON,06/04/14,Banana
8109601,21409129,SSEWSWC,18/03/14,Whole Grains
8190023,15668381,SSRHCRS,26/02/14,Other Vegetables
7526450,15668687,SWNLZNW,20/07/13,Root Vegetables
8199996,34989501,SWRHNSN,02/02/14,Other Dals
8079383,15669887,SWNEHEC,03/04/14,Maida
7819500,15669789,SWLLLCW,07/09/12,Boiled Rice
8131353,15669862,SWEZZLR,28/02/14,Other Dals
8276422,15669771,SWEZEOZ,05/01/14,Maida
8247472,15668462,SSRRCCE,24/01/14,Gourd & Cucumber
8101152,15668380,SWRHRLL,16/03/14,Other Vegetables
7382432,15668457,SWRHSEW,29/09/13,Brinjals
8314193,15669873,SSWECLS,21/12/13,Whole Spices
8112726,15669786,SWREHOR,20/03/14,Avalakki / Poha
8131815,15669777,SSSWORL,01/03/14,Urad Dal
7381183,15668379,SWOZCRC,28/09/13,Other Vegetables
7631002,15669884,SWHRWCO,19/05/13,Whole Spices
8245100,15668462,SSCLWOR,22/01/14,Gourd & Cucumber
8081317,15669761,SWLZSNO,03/04/14,Whole Spices
7440894,15669863,SSWZHRR,16/08/13,Moong Dal
7642371,15668684,SWOOLNC,03/04/13,Beans
8088038,34989501,SWLNZNC,06/04/14,Other Dals
7654205,15669863,SWRHNWW,13/04/13,Moong Dal
8162986,15669799,SSSWSNS,13/02/14,Raisins
8352430,15668379,SWCEWOZ,06/12/13,Other Vegetables
8106238,15668377,SSWOOZW,17/03/14,Root Vegetables
8150875,15668460,SWOSOHE,08/03/14,Gourd & Cucumber
7703517,15669814,SWNNNNE,17/01/13,Jaggery
8064480,15669856,SSRCENS,28/03/14,Sugar
8176873,7736902,SWHHREO,21/02/14,Namkeen
7414189,93289486,SSSWOZW,09/09/13,Phenyles & Acids
