,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
1356,"frozenset({'Cashews', 'Whole Spices'})",frozenset({'Raisins'}),0.07514450867052024,0.11098265895953757,0.03275529865125241,0.43589743589743585,3.927617521367521,1.0,0.024415561272790046,1.5759852863899109,0.8059558823529411,0.21356783919597985,0.3654763095595345,0.36551816239316237
7594,"frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava'})","frozenset({'Toor Dal', 'Sugar', 'Urad Dal'})",0.08015414258188824,0.09942196531791908,0.03121387283236994,0.3894230769230769,3.916871645796064,1.0,0.023244790448505907,1.4749624505029355,0.8095858741020031,0.21038961038961035,0.3220166386886541,0.35168828264758495
7607,"frozenset({'Toor Dal', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava'})",0.09942196531791908,0.08015414258188824,0.03121387283236994,0.31395348837209297,3.9168716457960637,1.0,0.023244790448505907,1.340792266745044,0.8269069240400008,0.21038961038961035,0.25417230931109397,0.35168828264758495
7421,"frozenset({'Other Dals', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava'})",0.10211946050096339,0.08015414258188824,0.03198458574181118,0.31320754716981136,3.9075653120464446,1.0,0.023799287944431452,1.3393360011857123,0.8287139976213869,0.21282051282051287,0.25336136778620044,0.35612300435413646
7408,"frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava'})","frozenset({'Other Dals', 'Sugar', 'Urad Dal'})",0.08015414258188824,0.10211946050096339,0.03198458574181118,0.39903846153846156,3.907565312046444,1.0,0.023799287944431452,1.494073217726397,0.808924848955941,0.21282051282051287,0.33068875866622655,0.35612300435413646
7606,"frozenset({'Whole Spices', 'Sooji & Rava', 'Toor Dal'})","frozenset({'Moong Dal', 'Sugar', 'Urad Dal'})",0.09479768786127167,0.08477842003853564,0.03121387283236994,0.32926829268292684,3.8838691796008873,1.0,0.02317707463218506,1.3645121737607289,0.8202860161140281,0.21038961038961035,0.2671373555840822,0.34872505543237253
7595,"frozenset({'Moong Dal', 'Sugar', 'Urad Dal'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Toor Dal'})",0.08477842003853564,0.09479768786127167,0.03121387283236994,0.36818181818181817,3.883869179600887,1.0,0.02317707463218506,1.43269430698216,0.8113060428849903,0.21038961038961035,0.302014396841983,0.34872505543237253
7155,"frozenset({'Sooji & Rava', 'Raw Peanuts'})","frozenset({'Whole Spices', 'Sugar', 'Urad Dal'})",0.08670520231213873,0.0951830443159923,0.03198458574181118,0.36888888888888893,3.8755735492577603,1.0,0.0237317206277078,1.4336888382317023,0.8124142138172945,0.21336760925449874,0.3024985803520728,0.3524606387764283
7154,"frozenset({'Whole Spices', 'Sugar', 'Urad Dal'})","frozenset({'Sooji & Rava', 'Raw Peanuts'})",0.0951830443159923,0.08670520231213873,0.03198458574181118,0.3360323886639676,3.87557354925776,1.0,0.0237317206277078,1.3755110672494006,0.8200262720387513,0.21336760925449874,0.27299748885358477,0.3524606387764283
7183,"frozenset({'Whole Spices', 'Raw Peanuts', 'Toor Dal'})","frozenset({'Sooji & Rava', 'Urad Dal'})",0.06319845857418112,0.130635838150289,0.03198458574181118,0.5060975609756098,3.874109648176128,1.0,0.02372860213616671,1.7601941054734889,0.791924588522746,0.19761904761904767,0.4318808380902958,0.3754676595438521
7186,"frozenset({'Sooji & Rava', 'Urad Dal'})","frozenset({'Whole Spices', 'Raw Peanuts', 'Toor Dal'})",0.130635838150289,0.06319845857418112,0.03198458574181118,0.24483775811209443,3.874109648176128,1.0,0.02372860213616671,1.240530166184971,0.8533549089976931,0.19761904761904767,0.19389304084775197,0.3754676595438521
6789,"frozenset({'Whole Spices', 'Sooji & Rava', 'Other Dals'})","frozenset({'Raw Peanuts', 'Urad Dal'})",0.10173410404624278,0.0882466281310212,0.03468208092485549,0.3409090909090909,3.8631401349741954,1.0,0.025704389276844083,1.383349943525347,0.8250822250822251,0.2233250620347394,0.2771171136555752,0.36696109567288604
6800,"frozenset({'Raw Peanuts', 'Urad Dal'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Other Dals'})",0.0882466281310212,0.10173410404624278,0.03468208092485549,0.39301310043668114,3.863140134974195,1.0,0.025704389276844083,1.4798769077223768,0.8128768667230205,0.2233250620347394,0.32426812339476085,0.36696109567288604
7593,"frozenset({'Moong Dal', 'Sooji & Rava', 'Toor Dal'})","frozenset({'Whole Spices', 'Sugar', 'Urad Dal'})",0.08516377649325627,0.0951830443159923,0.03121387283236994,0.3665158371040724,3.8506420942715294,1.0,0.023107725320295064,1.428318194329755,0.8092192164082082,0.20930232558139528,0.2998758932219199,0.34722552988806854
7608,"frozenset({'Whole Spices', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava', 'Toor Dal'})",0.0951830443159923,0.08516377649325627,0.03121387283236994,0.32793522267206476,3.8506420942715294,1.0,0.023107725320295064,1.3612322120853355,0.8181799061980777,0.20930232558139528,0.26537148392333954,0.34722552988806854
7157,"frozenset({'Sooji & Rava', 'Urad Dal'})","frozenset({'Whole Spices', 'Raw Peanuts', 'Sugar'})",0.130635838150289,0.06358381502890173,0.03198458574181118,0.24483775811209443,3.85063019576294,1.0,0.023678260772717657,1.2400198699421965,0.8515444757754422,0.19714964370546323,0.1935613095888416,0.37393403057119873
7152,"frozenset({'Whole Spices', 'Raw Peanuts', 'Sugar'})","frozenset({'Sooji & Rava', 'Urad Dal'})",0.06358381502890173,0.130635838150289,0.03198458574181118,0.503030303030303,3.8506301957629394,1.0,0.023678260772717657,1.7493303256731991,0.7905696861520155,0.19714964370546323,0.42835267569310126,0.37393403057119873
7180,"frozenset({'Whole Spices', 'Sooji & Rava', 'Toor Dal'})","frozenset({'Raw Peanuts', 'Urad Dal'})",0.09479768786127167,0.0882466281310212,0.03198458574181118,0.3373983739837399,3.823357120034083,1.0,0.023619009433436915,1.37602042625625,0.8157842096354767,0.21173469387755103,0.2732666020658517,0.34992189441545074
7189,"frozenset({'Raw Peanuts', 'Urad Dal'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Toor Dal'})",0.0882466281310212,0.09479768786127167,0.03198458574181118,0.3624454148471616,3.823357120034083,1.0,0.023619009433436915,1.419803626573759,0.8099227000987892,0.21173469387755103,0.2956772462870942,0.34992189441545074
7406,"frozenset({'Moong Dal', 'Sooji & Rava', 'Other Dals'})","frozenset({'Whole Spices', 'Sugar', 'Urad Dal'})",0.0882466281310212,0.0951830443159923,0.03198458574181118,0.3624454148471616,3.807877941410463,1.0,0.023585003025679292,1.4191991976139573,0.8087565816944872,0.21119592875318066,0.29537727918585366,0.3492389017555646
7423,"frozenset({'Whole Spices', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava', 'Other Dals'})",0.0951830443159923,0.0882466281310212,0.03198458574181118,0.3360323886639676,3.8078779414104624,1.0,0.023585003025679292,1.3731895295831569,0.8149565895609695,0.21119592875318066,0.2717684059945038,0.3492389017555646
7161,"frozenset({'Whole Spices', 'Raw Peanuts'})","frozenset({'Sooji & Rava', 'Sugar', 'Urad Dal'})",0.10597302504816955,0.07938342967244702,0.03198458574181118,0.3018181818181819,3.802030008826126,1.0,0.023572083560723343,1.3185914418754014,0.8243404653095139,0.2085427135678392,0.24161497773887902,0.35236540158870255
7148,"frozenset({'Sooji & Rava', 'Sugar', 'Urad Dal'})","frozenset({'Whole Spices', 'Raw Peanuts'})",0.07938342967244702,0.10597302504816955,0.03198458574181118,0.4029126213592233,3.8020300088261254,1.0,0.023572083560723343,1.4973134702445292,0.8005315527492978,0.2085427135678392,0.3321371777703381,0.35236540158870255
7591,"frozenset({'Moong Dal', 'Sooji & Rava', 'Sugar'})","frozenset({'Whole Spices', 'Toor Dal', 'Urad Dal'})",0.07707129094412331,0.10674373795761079,0.03121387283236994,0.405,3.7941335740072204,1.0,0.022986995147775663,1.501271028642671,0.7979329364158871,0.20454545454545456,0.33389775668679905,0.34870938628158843
7610,"frozenset({'Whole Spices', 'Toor Dal', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava', 'Sugar'})",0.10674373795761079,0.07707129094412331,0.03121387283236994,0.2924187725631769,3.7941335740072204,1.0,0.022986995147775663,1.3043431245330501,0.8244389053995037,0.20454545454545456,0.23333056985446518,0.34870938628158843
7418,"frozenset({'Sooji & Rava', 'Other Dals', 'Urad Dal'})","frozenset({'Moong Dal', 'Whole Spices', 'Sugar'})",0.08863198458574181,0.09556840077071291,0.03198458574181118,0.36086956521739133,3.7760343618513326,1.0,0.023514168717817356,1.4150970600186126,0.8066685346035305,0.21012658227848102,0.2933346918360164,0.34777349228611504
7411,"frozenset({'Moong Dal', 'Whole Spices', 'Sugar'})","frozenset({'Sooji & Rava', 'Other Dals', 'Urad Dal'})",0.09556840077071291,0.08863198458574181,0.03198458574181118,0.33467741935483875,3.7760343618513326,1.0,0.023514168717817356,1.3698137443802183,0.8128551701479972,0.21012658227848102,0.269973743435859,0.34777349228611504
7620,"frozenset({'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava', 'Toor Dal'})",0.14605009633911367,0.056647398843930635,0.03121387283236994,0.21372031662269128,3.7728178342577134,1.0,0.022940514773853674,1.199767234356209,0.8606431341088381,0.18202247191011234,0.16650499249831857,0.3823703623929783
7581,"frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava', 'Toor Dal'})","frozenset({'Sugar', 'Urad Dal'})",0.056647398843930635,0.14605009633911367,0.03121387283236994,0.5510204081632653,3.7728178342577134,1.0,0.022940514773853674,1.9019793308810646,0.779078915516824,0.18202247191011234,0.47423193103956374,0.3823703623929783
7179,"frozenset({'Whole Spices', 'Sooji & Rava', 'Urad Dal'})","frozenset({'Raw Peanuts', 'Toor Dal'})",0.08940269749518305,0.0951830443159923,0.03198458574181118,0.3577586206896552,3.758638140443948,1.0,0.023474964824157916,1.4088425081791263,0.8060052312508604,0.2095959595959596,0.2901974534453387,0.3468955046768114
7190,"frozenset({'Raw Peanuts', 'Toor Dal'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Urad Dal'})",0.0951830443159923,0.08940269749518305,0.03198458574181118,0.3360323886639676,3.758638140443948,1.0,0.023474964824157916,1.3714483763334742,0.8111543277026334,0.2095959595959596,0.2708438631328802,0.3468955046768114
7151,"frozenset({'Raw Peanuts', 'Sugar', 'Urad Dal'})","frozenset({'Whole Spices', 'Sooji & Rava'})",0.05240847784200385,0.16262042389210019,0.03198458574181118,0.6102941176470589,3.752874965151938,1.0,0.023461896859604772,2.148747591522158,0.7741074097120487,0.17473684210526316,0.5346126255380201,0.4034882910510176
7158,"frozenset({'Whole Spices', 'Sooji & Rava'})","frozenset({'Raw Peanuts', 'Sugar', 'Urad Dal'})",0.16262042389210019,0.05240847784200385,0.03198458574181118,0.19668246445497634,3.752874965151938,1.0,0.023461896859604772,1.179597706049187,0.8759917719659125,0.17473684210526316,0.15225335309502383,0.4034882910510176
7287,"frozenset({'Moong Dal', 'Sugar', 'Urad Dal'})","frozenset({'Sooji & Rava', 'Other Dals', 'Toor Dal'})",0.08477842003853564,0.10057803468208093,0.03198458574181118,0.3772727272727273,3.7510449320794153,1.0,0.023457738870883316,1.4443272435762204,0.8013443246670894,0.2085427135678392,0.3076361299369012,0.3476401950539882
7294,"frozenset({'Sooji & Rava', 'Other Dals', 'Toor Dal'})","frozenset({'Moong Dal', 'Sugar', 'Urad Dal'})",0.10057803468208093,0.08477842003853564,0.03198458574181118,0.31800766283524906,3.7510449320794153,1.0,0.023457738870883316,1.341982204325518,0.8154210673026295,0.2085427135678392,0.25483363581367213,0.3476401950539882
7160,"frozenset({'Raw Peanuts', 'Urad Dal'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Sugar'})",0.0882466281310212,0.09672447013487476,0.03198458574181118,0.3624454148471616,3.747194627603125,1.0,0.02344897739464882,1.4167814817747515,0.8040921080772796,0.20906801007556675,0.2941748513346349,0.3465613528419075
7149,"frozenset({'Whole Spices', 'Sooji & Rava', 'Sugar'})","frozenset({'Raw Peanuts', 'Urad Dal'})",0.09672447013487476,0.0882466281310212,0.03198458574181118,0.3306772908366534,3.747194627603125,1.0,0.02344897739464882,1.3622029543994862,0.8116390476582097,0.20906801007556675,0.26589499988212834,0.3465613528419075
7435,"frozenset({'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava', 'Other Dals'})",0.14605009633911367,0.05857418111753372,0.03198458574181118,0.2189973614775726,3.7388036383835583,1.0,0.023429820946610683,1.20540670728532,0.8578193640989953,0.18526785714285715,0.1704044834360626,0.38252499652826
7394,"frozenset({'Moong Dal', 'Whole Spices', 'Sooji & Rava', 'Other Dals'})","frozenset({'Sugar', 'Urad Dal'})",0.05857418111753372,0.14605009633911367,0.03198458574181118,0.5460526315789473,3.738803638383558,1.0,0.023429820946610683,1.8811650051660103,0.7781120388225025,0.18526785714285715,0.46841452118563554,0.38252499652826
7604,"frozenset({'Sooji & Rava', 'Urad Dal', 'Toor Dal'})","frozenset({'Moong Dal', 'Whole Spices', 'Sugar'})",0.08786127167630058,0.09556840077071291,0.03121387283236994,0.35526315789473684,3.7173705432937183,1.0,0.02281711160858476,1.4027918681923637,0.8014051229091363,0.2050632911392405,0.28713587334334983,0.3409380305602716
7597,"frozenset({'Moong Dal', 'Whole Spices', 'Sugar'})","frozenset({'Sooji & Rava', 'Urad Dal', 'Toor Dal'})",0.09556840077071291,0.08786127167630058,0.03121387283236994,0.32661290322580644,3.7173705432937183,1.0,0.02281711160858476,1.354553321103458,0.8082343101516515,0.2050632911392405,0.26174925385338726,0.3409380305602716
7410,"frozenset({'Moong Dal', 'Sugar', 'Urad Dal'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Other Dals'})",0.08477842003853564,0.10173410404624278,0.03198458574181118,0.3772727272727273,3.7084194214876036,1.0,0.02335972913673472,1.442470781823552,0.797996195307546,0.20698254364089777,0.30674505674505675,0.3458333333333333
7419,"frozenset({'Whole Spices', 'Sooji & Rava', 'Other Dals'})","frozenset({'Moong Dal', 'Sugar', 'Urad Dal'})",0.10173410404624278,0.08477842003853564,0.03198458574181118,0.3143939393939394,3.7084194214876036,1.0,0.02335972913673472,1.3349088238111968,0.8130591865531624,0.20698254364089777,0.2508851674641148,0.3458333333333333
6741,"frozenset({'Raw Peanuts', 'Toor Dal'})","frozenset({'Sooji & Rava', 'Other Dals', 'Urad Dal'})",0.0951830443159923,0.08863198458574181,0.03121387283236994,0.32793522267206476,3.69996479493047,1.0,0.02277761071573093,1.3560716855862758,0.8064914715965256,0.20454545454545447,0.26257585743509854,0.3400545678577715
6728,"frozenset({'Sooji & Rava', 'Other Dals', 'Urad Dal'})","frozenset({'Raw Peanuts', 'Toor Dal'})",0.08863198458574181,0.0951830443159923,0.03121387283236994,0.3521739130434782,3.6999647949304695,1.0,0.02277761071573093,1.396697314143099,0.8006942813144363,0.20454545454545447,0.2840252573883416,0.3400545678577715
6801,"frozenset({'Whole Spices', 'Raw Peanuts'})","frozenset({'Sooji & Rava', 'Other Dals', 'Urad Dal'})",0.10597302504816955,0.08863198458574181,0.03468208092485549,0.32727272727272727,3.692490118577075,1.0,0.025289481402281693,1.3547362391293027,0.8156130268199233,0.21686746987951802,0.2618489333077071,0.3592885375494071
6788,"frozenset({'Sooji & Rava', 'Other Dals', 'Urad Dal'})","frozenset({'Whole Spices', 'Raw Peanuts'})",0.08863198458574181,0.10597302504816955,0.03468208092485549,0.3913043478260869,3.692490118577075,1.0,0.025289481402281693,1.4687586017065786,0.8000939628846605,0.21686746987951802,0.3191529235382309,0.3592885375494071
7405,"frozenset({'Moong Dal', 'Sooji & Rava', 'Sugar'})","frozenset({'Whole Spices', 'Other Dals', 'Urad Dal'})",0.07707129094412331,0.11252408477842003,0.03198458574181118,0.4150000000000001,3.688099315068494,1.0,0.02331220926563237,1.5170528465326154,0.7897225645798225,0.2029339853300734,0.34082718193660455,0.34962328767123296
7424,"frozenset({'Whole Spices', 'Other Dals', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava', 'Sugar'})",0.11252408477842003,0.07707129094412331,0.03198458574181118,0.2842465753424658,3.6880993150684938,1.0,0.02331220926563237,1.2894506365756746,0.8212703179195289,0.2029339853300734,0.22447593445248382,0.34962328767123296
7425,"frozenset({'Moong Dal', 'Sooji & Rava'})","frozenset({'Whole Spices', 'Other Dals', 'Sugar', 'Urad Dal'})",0.12716763005780346,0.06820809248554913,0.03198458574181118,0.2515151515151515,3.6874678993323067,1.0,0.023310724269660424,1.2449041679342865,0.8349956115854147,0.19575471698113212,0.19672531769305965,0.360220852593734
7404,"frozenset({'Whole Spices', 'Other Dals', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava'})",0.06820809248554913,0.12716763005780346,0.03198458574181118,0.46892655367231645,3.6874678993323067,1.0,0.023310724269660424,1.6435247816996679,0.7821609016712011,0.19575471698113212,0.3915516144722566,0.360220852593734
7298,"frozenset({'Other Dals', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava', 'Toor Dal'})",0.10211946050096339,0.08516377649325627,0.03198458574181118,0.31320754716981136,3.6777085289848888,1.0,0.02328770683209522,1.3320417540070721,0.8109002533740112,0.20595533498759305,0.24927278218435572,0.34438657901476993
7283,"frozenset({'Moong Dal', 'Sooji & Rava', 'Toor Dal'})","frozenset({'Other Dals', 'Sugar', 'Urad Dal'})",0.08516377649325627,0.10211946050096339,0.03198458574181118,0.3755656108597285,3.6777085289848888,1.0,0.02328770683209522,1.43791013934266,0.7958709310705332,0.20595533498759305,0.3045462490047191,0.34438657901476993
7600,"frozenset({'Moong Dal', 'Whole Spices', 'Toor Dal'})","frozenset({'Sooji & Rava', 'Sugar', 'Urad Dal'})",0.10712909441233141,0.07938342967244702,0.03121387283236994,0.2913669064748201,3.670374380107564,1.0,0.02270959790021569,1.2991441956906584,0.8148414563318893,0.2009925558312655,0.23026250410303817,0.34228539498498284
7601,"frozenset({'Sooji & Rava', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Whole Spices', 'Toor Dal'})",0.07938342967244702,0.10712909441233141,0.03121387283236994,0.39320388349514557,3.6703743801075635,1.0,0.02270959790021569,1.4714512524084777,0.790283656057341,0.2009925558312655,0.3203988250625389,0.34228539498498284
7129,"frozenset({'Raw Peanuts', 'Sugar'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Toor Dal'})",0.09017341040462427,0.09479768786127167,0.03121387283236994,0.34615384615384615,3.651500938086304,1.0,0.02266564201944602,1.3844270656239375,0.7981081462657066,0.2030075187969925,0.2776795363002259,0.33771106941838647
7120,"frozenset({'Whole Spices', 'Sooji & Rava', 'Toor Dal'})","frozenset({'Raw Peanuts', 'Sugar'})",0.09479768786127167,0.09017341040462427,0.03121387283236994,0.32926829268292684,3.651500938086304,1.0,0.02266564201944602,1.3564687335785603,0.8021853270895416,0.2030075187969925,0.26279170669724483,0.33771106941838647
7282,"frozenset({'Moong Dal', 'Sooji & Rava', 'Other Dals'})","frozenset({'Urad Dal', 'Sugar', 'Toor Dal'})",0.0882466281310212,0.09942196531791908,0.03198458574181118,0.3624454148471616,3.645526556311567,1.0,0.023210932540345487,1.4125504790561407,0.7959292792471663,0.20544554455445546,0.29206069812938995,0.34207542060187535
7299,"frozenset({'Urad Dal', 'Sugar', 'Toor Dal'})","frozenset({'Moong Dal', 'Sooji & Rava', 'Other Dals'})",0.09942196531791908,0.0882466281310212,0.03198458574181118,0.32170542635658916,3.645526556311567,1.0,0.023210932540345487,1.3441849710982658,0.8058060225497627,0.20544554455445546,0.25605476812990235,0.34207542060187535
6792,"frozenset({'Whole Spices', 'Raw Peanuts', 'Other Dals'})","frozenset({'Sooji & Rava', 'Urad Dal'})",0.07283236994219654,0.130635838150289,0.03468208092485549,0.4761904761904761,3.645174884112937,1.0,0.025167563232984726,1.6596952180767206,0.7826683291770573,0.20547945205479448,0.3974797365754812,0.3708386009270964
6797,"frozenset({'Sooji & Rava', 'Urad Dal'})","frozenset({'Whole Spices', 'Raw Peanuts', 'Other Dals'})",0.130635838150289,0.07283236994219654,0.03468208092485549,0.2654867256637168,3.6451748841129366,1.0,0.025167563232984726,1.2622884601991782,0.8347074468085106,0.20547945205479448,0.20778805199390898,0.3708386009270964
7590,"frozenset({'Whole Spices', 'Toor Dal', 'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava'})",0.06782273603082851,0.12716763005780346,0.03121387283236994,0.4602272727272727,3.619059917355372,1.0,0.022589016227293483,1.617036811682385,0.7763385543459954,0.19058823529411764,0.38158488862131246,0.3528409090909091
7611,"frozenset({'Moong Dal', 'Sooji & Rava'})","frozenset({'Whole Spices', 'Toor Dal', 'Sugar', 'Urad Dal'})",0.12716763005780346,0.06782273603082851,0.03121387283236994,0.24545454545454545,3.619059917355372,1.0,0.022589016227293483,1.2354156510434802,0.8291227209549505,0.19058823529411764,0.19055582697583523,0.3528409090909091
6709,"frozenset({'Raw Peanuts', 'Sugar'})","frozenset({'Whole Spices', 'Sooji & Rava', 'Other Dals'})",0.09017341040462427,0.10173410404624278,0.03314065510597303,0.36752136752136755,3.6125679875679877,1.0,0.02396694398966443,1.4202312138728326,0.7948642179604621,0.2087378640776699,0.2958892958892959,0.3466394716394716
6700,"frozenset({'Whole Spices', 'Sooji & Rava', 'Other Dals'})","frozenset({'Raw Peanuts', 'Sugar'})",0.10173410404624278,0.09017341040462427,0.03314065510597303,0.32575757575757575,3.6125679875679877,1.0,0.02396694398966443,1.3494057283886471,0.805094130675526,0.2087378640776699,0.25893304069924145,0.3466394716394716
6785,"frozenset({'Sooji & Rava', 'Raw Peanuts', 'Other Dals'})","frozenset({'Whole Spices', 'Urad Dal'})",0.05626204238921002,0.17071290944123313,0.03468208092485549,0.6164383561643836,3.6109650885927214,1.0,0.02507742397748746,2.1620699146710707,0.7661721337507373,0.18036072144288576,0.5374802668432043,0.40979931352237237
6804,"frozenset({'Whole Spices', 'Urad Dal'})","frozenset({'Sooji & Rava', 'Raw Peanuts', 'Other Dals'})",0.17071290944123313,0.05626204238921002,0.03468208092485549,0.20316027088036118,3.610965088592721,1.0,0.02507742397748746,1.1843510346220394,0.8719124328789758,0.18036072144288576,0.15565573823378412,0.40979931352237237
6732,"frozenset({'Raw Peanuts', 'Other Dals', 'Toor Dal'})","frozenset({'Sooji & Rava', 'Urad Dal'})",0.06628131021194605,0.130635838150289,0.03121387283236994,0.4709302325581395,3.604908417369829,1.0,0.02255515831913306,1.643193800419234,0.7738952324177253,0.1883720930232558,0.39142905739732803,0.3549341428277423
6737,"frozenset({'Sooji & Rava', 'Urad Dal'})","frozenset({'Raw Peanuts', 'Other Dals', 'Toor Dal'})",0.130635838150289,0.06628131021194605,0.03121387283236994,0.23893805309734514,3.604908417369829,1.0,0.02255515831913306,1.2268629296052338,0.8311826897819806,0.1883720930232558,0.1849130201352087,0.3549341428277423
7269,"frozenset({'Moong Dal', 'Sooji & Rava', 'Other Dals', 'Toor Dal'})","frozenset({'Sugar', 'Urad Dal'})",0.06127167630057803,0.14605009633911367,0.03198458574181118,0.5220125786163523,3.5742022203415154,1.0,0.023035851515252767,1.7865530879221179,0.7672265416345184,0.18241758241758244,0.44026292486887825,0.3705049700469625
7312,"frozenset({'Sugar', 'Urad Dal'})","frozenset({'Moong Dal', 'Sooji & Rava', 'Other Dals', 'Toor Dal'})",0.14605009633911367,0.06127167630057803,0.03198458574181118,0.2189973614775726,3.5742022203415154,1.0,0.023035851515252767,1.2019528198718952,0.8433952416162848,0.18241758241758244,0.16802058827352254,0.3705049700469625
